C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_35_669.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_35_669.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_35_669.jpg, 0, 0, 0, 7.846863E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_35_773.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_35_773.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_35_773.jpg, 0, 0, 0, 7.807426E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_35_874.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_35_874.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_35_874.jpg, 0, 0, 0, 7.818557E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_35_976.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_35_976.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_35_976.jpg, 0, 0, 0, 7.806673E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_077.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_077.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_077.jpg, 0, 0, 0, 7.806657E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_176.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_176.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_176.jpg, 0, 0, 0, 8.025891E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_281.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_281.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_281.jpg, 0, 0, 0, 7.790132E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_385.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_385.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_385.jpg, 0, 0, 0, 7.814969E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_490.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_490.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_490.jpg, 0, 0, 0, 7.908985E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_591.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_591.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_591.jpg, 0, 0, 0, 8.109145E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_696.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_696.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_696.jpg, 0, 0, 0, 7.784595E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_800.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_800.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_800.jpg, 0, 0, 0, 7.835039E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_36_902.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_36_902.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_36_902.jpg, 0, 0, 0, 7.830347E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_005.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_005.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_005.jpg, 0, 0, 0, 7.913363E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_108.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_108.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_108.jpg, 0, 0, 0, 7.863332E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_216.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_216.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_216.jpg, 0, 0, 0, 8.500099E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_317.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_317.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_317.jpg, 0, 0, 0, 7.909842E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_422.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_422.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_422.jpg, 0, 0, 0, 7.871335E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_524.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_524.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_524.jpg, 0, 0, 0, 7.845505E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_625.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_625.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_625.jpg, 0, 0, 0, 7.958431E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_729.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_729.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_729.jpg, 0, 0, 0, 7.868304E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_832.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_832.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_832.jpg, 0, 0, 0, 8.191312E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_37_937.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_37_937.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_37_937.jpg, 0, 0, 0, 7.870919E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_38_041.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_38_041.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_38_041.jpg, 0, 0, 0, 7.80002E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_38_141.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_38_141.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_38_141.jpg, 0, 0, 0, 7.817462E-05
C:\Users\tdraghici\Desktop\Data\IMG\center_2020_05_14_17_37_38_246.jpg, C:\Users\tdraghici\Desktop\Data\IMG\left_2020_05_14_17_37_38_246.jpg, C:\Users\tdraghici\Desktop\Data\IMG\right_2020_05_14_17_37_38_246.jpg, 0, 0, 0, 7.842433E-05
